Agency  	Station        	Station Name                                                                                                                                                                  	Agency Name              	State Name                    	County Name                   	  Latitude	Longitude  	HUC     	Rchmile Segment	Miles Up Reach	Rchonoff	Rchname                                                     	Station Alias                           	Station Type                                                     	Station Depth	Depth Units         	S	G	Description
21HISPEC	HANAMAULU05    	HANAMAULU BAY #5 / HAWAII STATE / KAUAI COUNTY                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	    21.995	-159.341111	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/NRSHRE/EMBAY                                  	            9	FEET                	S	 	HANAMAULU BAY #5 IS LOCATED APPROXIMATELY 750 FEET NORTHEAST FROM THE MOUTH OF HANAMAULU STREAM AND 1750 FEET WEST FROM THE AHUKINI LANDING.
21HISPEC	HANAMAULU06    	HANAMAULU BAY #6 (HANAMAULU STREAM) / HAWAII STATE / KAUAI COUNTY                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.995833	-159.342778	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM/SOLIDS/NRSHRE                                 	            4	FEET                	S	 	HANAMAULU BAY #6 IS LOCATED IN HANAMAULU STREAM APPROXIMATELY 900 FEET UPSTREAM FROM THE STREAM MOUTH.
21HISPEC	HANAMAULU07    	HANAMAULU BAY #7 (HANAMAULU BEACH) / HAWAII STATE / KAUAI COUNTY                                                                                                              	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	   21.9975	-159.343611	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/EMBAY/SHRLN                                   	            1	FEET                	S	 	HANAMAULU BAY #7 IS LOCATED AT THE SHORELINE OF HANAMAULU BEACH IN THE NORTHWEST CORNER OF THE BAY.  IT IS APPROXIMATELY 14OO FEET FROM THE MOUTH OF HANAMAULU STREAM.
21HISPEC	HANAMAULU08    	HANAMAULU BAY #8 (HANAMAULU BEACH) / HAWAII STATE / KAUAI COUNTY                                                                                                              	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.995278	-159.343611	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/EMBAY/SHRLN                                   	            1	FEET                	S	 	HANAMAULU BAY #8 IS LOCATED AT THE SHORELINE OF HANAMAULU BEACH.  IT IS IN THE MIDDLE OF THE BEACH APPROXIMATELY 800 FEET FROM THE MOUTH OF HANAMAULU STREAM.
21HISPEC	HANAMAULU09    	HANAMAULU BAY #9 (HANAMAULU STREAM MOUTH) / HAWAII STATE / KAUAI COUNTY                                                                                                       	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.993889	-159.3425  	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/EMBAY/SHRLN                                   	            1	FEET                	S	 	HANAMAULU BAY #9 IS LOCATED AT THE MOUTH OF HANAMAULU STREAM.
21HISPEC	HANAMAULU10    	HANAMAULU BAY #10 (AHUKINI LANDING) / HAWAII STATE / KAUAI COUNTY                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.995278	-159.335556	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/EMBAY/SHRLN                                   	           36	FEET                	S	 	HANAMAULU BAY #10 IS LOCATED ADJACENT TO AHUKINI LANDING APPROXIMATELY 75 FEET FROM THE END OF THE LANDING.
21HISPEC	HANAMAULU11    	HANAMAULU BAY #11 / HAWAII STATE / KAUAI COUNTY                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.996944	-159.334444	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN/OPNCST/SHRLN                                   	            1	FEET                	S	 	HANAMAULU BAY #11 IS LOCATED AT THE SHORELINE OF THE BREAKWATER APPROXIMATELY 200 FEET FROM THE END OF THE BREAKWATER.  IT IS ON THE OUTSIDE OF THE BREAKWATER.
21HISPEC	HANAPEPE01     	HANAPEPE BAY #1 / HAWAII STATE / KAUAI COUNTY                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.900556	-159.589167	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN/NRSHRE/OPNCST                                  	           20	FEET                	S	 	HANAPEPE BAY #1 IS LOCATED OUTSIDE OF PORT ALLEN. IT IS APPROXIMATELY 700 FEET SOUTHEAST OF THE BEGINNING OF THE BREAKWATER.
21HISPEC	HANAPEPE02     	HANAPEPE BAY #2 / HAWAII STATE / KAUAI COUNTY                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.901111	-159.590833	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN/NRSHRE/OPNCST                                  	           16	FEET                	S	 	HANAPEPE BAY #2 IS LOCATED JUST OUTSIDE OF PORT ALLEN HARBOR APPROXIMATELY 300 FEET SOUTH FROM THE START OF THE BREAKWATER.
21HISPEC	HANAPEPE03     	HANAPEPE BAY #3 / HAWAII STATE / KAUAI COUNTY                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.899167	-159.593056	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN/SOLIDS/NRSHRE/OPNCST                           	           40	FEET                	S	 	HANAPEPE BAY #3 IS LOCATED APPROXIMATELY 200 FEET SOUTHEAST FROM THE END OF THE BREAKWATER.
21HISPEC	HANAPEPE04     	HANAPEPE BAY #4 / HAWAII STATE / KAUAI COUNTY                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.900556	-159.593889	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	           37	FEET                	S	 	HANAPEPE BAY #4 IS LOCATED JUST INSIDE THE BREAKWATER APPROXIMATELY 200 FEET NORTHWEST FROM THE END OF THE BREAKWATER.
21HISPEC	HANAPEPE05     	HANAPEPE BAY #5 / HAWAII STATE / KAUAI COUNTY                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.899167	-159.596389	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/OCEAN/NRSHRE/OPNCST                                  	           22	FEET                	S	 	HANAPEPE BAY #5 IS LOCATED JUST OUTSIDE OF THE MOUTH OF PORT ALLEN HARBOR.  IT IS APPROXIMATELY 700 FEET WEST OF PAAKAHI POINT.
21HISPEC	HANAPEPE06     	HANAPEPE BAY #6 / HAWAII STATE / KAUAI COUNTY                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.901111	-159.598333	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	           18	FEET                	S	 	HANAPEPE BAY #6 IS LOCATED IN HANAPEPE BAY APPROXIMATELY 900 FEET NORTHEAST FROM PAAKAHI POINT.
21HISPEC	HANAPEPE07     	HANAPEPE BAY #7 / HAWAII STATE / KAUAI COUNTY                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.903611	-159.599167	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	           14	FEET                	S	 	HANAPEPE BAY #7 IS LOCATED IN HANAPEPE BAY APPROXIMATELY 1600 FEET WEST FROM THE NORTHWEST CORNER OF THE SMALL BOAT HARBOR.
21HISPEC	HANAPEPE08     	HANAPEPE BAY #8 / HAWAII STATE / KAUAI COUNTY                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.903611	-159.596111	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	           30	FEET                	S	 	HANAPEPE BAY #8 IS LOCATED IN THE MIDDLE OF HANAPEPE BAY. IT IS APPROXIMATELY 1000 FEET WEST FROM THE SOUTHWEST CORNER OF THE SMALL BOAT HARBOR.
21HISPEC	HANAPEPE09     	HANAPEPE BAY #9 / HAWAII STATE / KAUAI COUNTY                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.902222	-159.591111	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/NRSHRE/EMBAY                                  	           20	FEET                	S	 	HANAPEPE BAY #9 IS LOCATED IN HANAPEPE BAY APPROXIMATELY 300 FEET WEST FROM THE START OF THE BREAKWATER.
21HISPEC	HANAPEPE10     	HANAPEPE BAY #10 / HAWAII STATE / KAUAI COUNTY                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.904167	-159.591111	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	           30	FEET                	S	 	HANAPEPE BAY #10 IS LOCATED HALFWAY BETWEEN PORT ALLEN PIER AND THE SMALL BOAT HARBOR.  IT IS APPROXIMATELY 300 FEET FROM THE SHORELINE.
21HISPEC	HANAPEPE11     	HANAPEPE BAY #11 / HAWAII STATE / KAUAI COUNTY                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	   21.9025	-159.590556	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/EMBAY/SHRLN                                   	            2	FEET                	S	 	HANAPEPE BAY #11 IS LOCATED IN HANAPEPE BAY RIGHT NEXT TO THE BEGINNING OF PORT ALLEN PIER ON THE SOUTH SIDE.
21HISPEC	HANAPEPE12     	HANAPEPE BAY #12 / HAWAII STATE / KAUAI COUNTY                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	    21.905	-159.593333	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/EMBAY/SHRLN                                   	            1	FEET                	S	 	HANAPEPE BAY #12 IS LOCATED IN HANAPEPE BAY AT THE NORTHWEST CORNER OF THE SMALL BOAT HARBOR OUTSIDE OF THE HARBOR.
21HISPEC	HANAPEPE13     	HANAPEPE BAY #13 / HAWAII STATE / KAUAI COUNTY                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.915556	-159.593889	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/EMBAY/SHRLN                                   	            1	FEET                	S	 	HANAPEPE BAY #13 IS LOCATED AT THE SHORELINE OF THE WEST BANK AT THE MOUTH OF THE HANAPEPE RIVER.
21HISPEC	HANAPEPE14     	HANAPEPE BAY #14 / HAWAII STATE / KAUAI COUNTY                                                                                                                                	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.905278	-159.6     	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/EMBAY/SHRLN                                   	            1	FEET                	S	 	HANAPEPE BAY #14 IS LOCATED AT THE SHORELINE APPROXIMATELY 1300 FEET WEST FROM THE MOUTH OF THE HANAPEPE RIVER.
21HISPEC	HANAPEPE15     	HANAPEPE BAY #15 (HANAPEPE RIVER) / HAWAII STATE / KAUAI COUNTY                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.910833	-159.594167	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM/NONPNT/SOLIDS/NRSHRE                          	            3	FEET                	S	 	HANAPEPE BAY #15 IS LOCATED IN THE HANAPEPE RIVER APPROXIMATELY ONE-FOURTH MILE UPSTREAM FROM THE MOUTH OF THE RIVER.
21HISPEC	NAWILI01       	NAWILIWILI BAY #1 (HULEIA STREAM) / HAWAII STATE / KAUAI COUNTY                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.947222	-159.393333	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM/SOLIDS/NRSHRE                                 	            3	FEET                	S	 	NAWILIWILI BAY #1 IS LOCATED IN HULEIA STREAM APPROXIMATELY 6000 FEET UPSTREAM FROM THE MENEHUNE FISHPOND.
21HISPEC	NAWILI02       	NAWILIWILI BAY #2 (HULEIA STREAM) / HAWAII STATE / KAUAI COUNTY                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.948611	-159.379444	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM/SOLIDS/NRSHRE                                 	            3	FEET                	S	 	NAWILIWILI BAY #2 IS LOCATED IN HULEIA STREAM APPROXIMATELY 1200 FEET UPSTREAM FROM THE MENEHUNE FISHPOND.
21HISPEC	NAWILI03       	NAWILIWILI BAY #3 (HULEIA STREAM) / HAWAII STATE / KAUAI COUNTY                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.950833	-159.364722	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM/SOLIDS/NRSHRE                                 	            3	FEET                	S	 	NAWILIWILI BAY #3 IS LOCATED IN HULEIA STREAM APPROXIMATELY 600 FEET UPSTREAM FROM WHERE THE MOUTH OF THE STREAM MEETS NAWILIWILI BAY.
21HISPEC	NAWILI04       	NAWILIWILI BAY #4 / HAWAII STATE / KAUAI COUNTY                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.954167	-159.363889	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	            3	FEET                	S	 	NAWILIWILI BAY #4 IS LOCATED IN THE INLET JUST UPSTREAM OF THE SMALL BOAT HARBOR.  IT IS IN THE MOUTH OF PUALI STREAM.
21HISPEC	NAWILI05       	NAWILIWILI BAY #5 / HAWAII STATE / KAUAI COUNTY                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.951389	-159.362222	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	            5	FEET                	S	 	NAWILIWILI BAY #5 IS LOCATED IN NAWILIWILI BAY OUTSIDE OF THE SOUTH BREAKWATER OF THE SMALL BOAT HARBOR.  IT IS APPROXIMATELY 200 FEET FROM THE ENTRANCE TO THE HARBOR.
21HISPEC	NAWILI06       	NAWILIWILI BAY #6 (HARBOR) / HAWAII STATE / KAUAI COUNTY                                                                                                                      	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.953056	-159.359167	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	           37	FEET                	S	 	NAWILIWILI BAY #6 IS LOCATED IN NAWILIWILI HARBOR NEXT TO MARKER "7" ON THE SOUTH SIDE OF THE HARBOR.
21HISPEC	NAWILI07       	NAWILIWILI BAY #7 (HARBOR) / HAWAII STATE / KAUAI COUNTY                                                                                                                      	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.955278	-159.3575  	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	           36	FEET                	S	 	NAWILIWILI BAY #7 IS LOCATED IN NAWILIWILI HARBOR MIDWAY BETWEEN CHANNEL MARKERS C"9" AND N"4".
21HISPEC	NAWILI08       	NAWILIWILI BAY #8 (HARBOR) / HAWAII STATE / KAUAI COUNTY                                                                                                                      	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.956944	-159.359167	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	           36	FEET                	S	 	NAWILIWILI BAY #8 IS LOCATED IN NAWILIWILI HARBOR APPROXIMATELY 400 FEET FROM THE COMMERCIAL PIERS ON THE NORTH SIDE OF THE HARBOR AND 1000 FEET FROM THE PIERS ON THE EAST SIDE OF THE HARBOR.
21HISPEC	NAWILI09       	NAWILIWILI BAY #9 (HARBOR) / HAWAII STATE / KAUAI COUNTY                                                                                                                      	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.956944	-159.356389	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/ESTURY/SOLIDS/NRSHRE/EMBAY                           	           39	FEET                	S	 	NAWILIWILI BAY #9 IS LOCATED IN NAWILIWILI HARBOR APPROXIMATELY 400 FEET FROM THE COMMERCIAL PIERS ON THE NORTH SIDE OF THE HARBOR AND 375 FEET FROM THE PIERS ON THE EAST SIDE OF THE HARBOR.
21HISPEC	NAWILI10       	NAWILIWILI BAY #10 (NAWILIWILI STREAM) / HAWAII STATE / KAUAI COUNTY                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.962778	-159.354444	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM/SOLIDS/NRSHRE                                 	            2	FEET                	S	 	NAWILIWILI BAY #10 IS LOCATED IN NAWILIWILI STREAM WHERE RICE STREET CROSSES THE STREAM.
21HISPEC	NAWILI11       	NAWILIWILI BAY #11 (NAWILIWILI STREAM) / HAWAII STATE / KAUAI COUNTY                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.976667	-159.373611	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM/SOLIDS/NRSHRE                                 	            2	FEET                	S	 	NAWILIWILI BAY #11 IS LOCATED IN NAWILIWILI STREAM WHERE HALEKO ROAD (IN LIHUE) CROSSES THE STREAM.
21HISPEC	NAWILI12       	NAWILIWILI BAY #12 (NAWILIWILI STREAM) / HAWAII STATE / KAUAI COUNTY                                                                                                          	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.979722	-159.393333	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/STREAM/SOLIDS/NRSHRE                                 	            2	FEET                	S	 	NAWILIWILI BAY #12 IS LOCATED IN NAWILIWILI STREAM APPROXIMATELY 1550 FEET UPSTREAM OF WATER TUNNEL 01. IT IS APPROXIMATELY 4200 FEET MAUKA FROM WHERE A PRIVATE ROAD INTERSECTS NUHOU ROAD AND WHERE THE PRIVATE ROAD CROSSES THE STREAM.  THE SITE IS ABOUT 1 MILE MAUKA OF LIHUE.
21HIWELL	0421-01        	WAILUA HOMESTEAD WELL /  /                                                                                                                                                    	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.071111	-159.36    	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	0618-02        	KEALIA DOMESTIC WELL /  /                                                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.104167	-159.310278	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	0919-03        	ANAHOLA FARM LOTS A /  /                                                                                                                                                      	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.150833	-159.324722	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	1020-02        	AM FAC NO. 1 (MOLOAA WELL 1) /  /                                                                                                                                             	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	    22.175	-159.341111	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	1120-01        	MOLOAA TUNNEL /  /                                                                                                                                                            	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.186389	-159.341944	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	1329-02        	PRINCEVILLE WELL I /  /                                                                                                                                                       	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 22.220278	-159.495   	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	5426-04        	KOLOA WELL C - MAHAULEPU /  /                                                                                                                                                 	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	    21.905	-159.434444	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	5725-01        	KOKOLAU TUNNEL /  /                                                                                                                                                           	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.963056	-159.426111	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	5823-01        	GARLINGHOUSE TUNNEL /  /                                                                                                                                                      	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.979167	-159.389167	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	5824-03        	KILOHANA E /  /                                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.977778	-159.407778	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	5923-01        	KILOHANA A /  /                                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.983611	-159.398056	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	5923-02        	KILOHANA B /  /                                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.983611	-159.398056	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	5923-03        	KILOHANA C /  /                                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.986667	-159.395556	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
21HIWELL	5923-04        	KILOHANA F /  /                                                                                                                                                               	HAWAII DEPT OF HEALTH    	Hawaii                        	Kauai                         	 21.983611	-159.398056	20070000	               	              	        	                                                            	none                                    	/TYPA/AMBNT/WELL                                                 	          999	FEET                	 	G	none
