Agency  	Station        	Station Name                                                                                                                                                                  	Agency Name              	State Name                    	County Name                   	  Latitude	Longitude                                	Result Value	R	HUC     	Param	Start Date	Start Time	End Date  	End Time	Sample Depth	UMK     	Replicate Number	CS	COMPOSITE_GRAB_NUMBER	CM	Primary Activity Category                                   	Secondary Activity Category
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1996-11-19	      1035	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	 	20020000	82700	1996-12-09	      1030	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	 	20020000	82700	1997-01-13	      1018	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1997-02-03	      1025	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	R	20020000	82700	1997-03-18	      1105	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	 	20020000	82700	1997-04-14	      1050	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1997-05-12	      1040	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1997-06-23	      1055	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1997-07-22	      1031	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1997-09-15	      1007	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1997-10-13	      1033	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1997-11-03	      1029	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1997-12-08	      1020	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 700000E-5  	 	20020000	82700	1998-01-12	      1019	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	 	20020000	82700	1998-02-09	      1048	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1998-03-09	      1022	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1998-04-21	      1020	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1998-05-11	      1041	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1998-06-08	      1046	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	K	20020000	82700	1998-07-14	      1048	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 300000E-6  	K	20020000	82700	1998-08-10	      1007	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 300000E-6  	 	20020000	82700	1998-09-08	      1014	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 300000E-6  	 	20020000	82700	1998-10-12	      1014	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 300000E-6  	 	20020000	82700	1998-11-02	      1037	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000682         	KAMAOLE BEACH #2 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.722222	-156.452778                              	 100000E-5  	 	20020000	82700	1998-12-14	      1033	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	 	20020000	82700	1993-06-07	      1030	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 200000E-5  	 	20020000	82700	1993-07-06	      1045	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1993-08-02	      1120	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	 	20020000	82700	1993-09-07	      1110	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	 	20020000	82700	1993-10-11	      1115	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1993-11-08	      1040	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1993-12-20	      1130	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	 	20020000	82700	1994-01-10	      1050	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1994-02-07	      1025	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1994-03-14	      1030	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1994-04-11	      1025	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	 	20020000	82700	1994-05-09	      1015	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1994-06-15	      0940	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1994-07-05	      1055	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1994-09-13	      1055	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1994-10-03	      1120	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 300000E-5  	 	20020000	82700	1994-12-05	      1115	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	 	20020000	82700	1995-01-17	      1104	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1995-02-13	      1057	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1995-03-06	      1114	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1995-04-10	      1055	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1995-05-18	      1105	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 200000E-5  	 	20020000	82700	1995-06-13	      1115	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1995-07-17	      1052	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1995-08-08	      1128	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1995-09-11	      1103	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1995-10-09	      1103	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	 	20020000	82700	1995-11-13	      1120	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1995-12-11	      1042	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1996-01-23	      1058	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1996-02-14	      1043	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1996-03-11	      1023	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1996-04-23	      1044	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	 	20020000	82700	1996-05-13	      1058	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1996-06-18	      1042	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 600000E-5  	 	20020000	82700	1996-07-23	      1050	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1996-08-13	      0958	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1996-09-16	      1040	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1996-10-22	      1053	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1996-11-19	      1040	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1996-12-09	      1038	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1997-01-13	      1024	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1997-02-03	      1030	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	R	20020000	82700	1997-03-18	      1113	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	 	20020000	82700	1997-04-14	      1100	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1997-05-12	      1047	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1997-06-23	      1105	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1997-07-22	      1040	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1997-09-15	      1013	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1997-10-13	      1042	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1997-11-03	      1038	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1997-12-08	      1030	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 800000E-5  	 	20020000	82700	1998-01-12	      1027	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1998-02-09	      1037	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1998-03-09	      1030	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1998-04-12	      1030	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1998-05-11	      1050	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	 	20020000	82700	1998-06-08	      1056	          	        	           0	        	                	  	                     	B 	                                                            	
21HI    	000683         	KAMAOLE BEACH #3 / HAWAII STATE / MAUI AND KALAWAO COUNTY                                                                                                                     	HAWAII DEPT OF HEALTH    	Hawaii                        	Maui                          	 20.719444	-156.453333                              	 100000E-5  	K	20020000	82700	1998-07-14	      1056	          	        	           0	        	                	  	                     	B 	                                                            	
