
Honolulu, HI
Number of Stations = 494


Code 	Short Name                	Long Name                                         	# Stns	# Obs 	First Date	Last Date 	Min Value   	Max Value   	   Average
34257	BETA BHC SEDUG/KG DRY WGT 	B-BHC-BETA                         DRY WGTBOTUG/KG	4     	7     	1980-04-17	1987-07-14	  1.25E+03  	  9.10E+00  	  4.11E+02
34258	BETA BHC TISMG/KG WET WGT 	B-BHC-BETA                         WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  1.00E-02  	  8.00E-03  	  4.63E-01
34259	DELTABHC  TOTUG/L         	DELTA BENZENE HEXACHLORIDE                TOTWUG/L	4     	11    	1980-04-17	1987-07-14	  1.00E+00  	  5.00E-03  	  9.29E+00
34262	DELTABHC SEDUG/KG DRY WGT 	DELTA BENZENE HEXACHLORIDE         DRY WGTBOTUG/KG	4     	7     	1980-04-17	1987-07-14	  1.25E+03  	  9.10E+00  	  4.51E+02
34263	DELTABHC TISMG/KG WET WGT 	DELTA BENZENE HEXACHLORIDE         WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  1.00E-02  	  8.00E-03  	  4.63E-01
34271	BCLMTETR SEDUG/KG DRY WGT 	BIS (CHLOROMETHYL) ETHER           DRY WGTBOTUG/KG	1     	1     	1981-04-14	1981-04-14	  1.49E+02  	  1.49E+02  	  1.49E+02
34272	BCLMTETR TISMG/KG WET WGT 	BIS (CHLOROMETHYL) ETHER           WET WGTTISMG/KG	1     	1     	1981-04-15	1981-04-15	  5.00E-02  	  5.00E-02  	  5.00E-02
34273	BIS2CHLO ROETHYLE TOTWUG/L	BIS (2-CHLOROETHYL) ETHER                 TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34276	B2CETETR SEDUG/KG DRY WGT 	BIS (2-CHLOROETHYL) ETHER          DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34277	B2CETETR TISMG/KG WET WGT 	BIS (2-CHLOROETHYL) ETHER          WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34278	BIS2CHLO ROETHOXY TOTWUG/L	BIS (2-CHLOROETHOXY) METHANE              TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34281	B2CETOXM SEDUG/KG DRY WGT 	BIS (2-CHLOROETHOXY) METHANE       DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34282	B2CETOXM TISMG/KG WET WGT 	BIS (2-CHLOROETHOXY) METHANE       WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34283	BIS2CHLO ROISOPRO TOTWUG/L	BIS (2-CHLOROISOPROPYL) ETHER             TOTWUG/L	5     	9     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  1.89E+01
34286	B2CIPETR SEDUG/KG DRY WGT 	BIS (2-CHLOROISOPROPYL) ETHER      DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34287	B2CIPETR TISMG/KG WET WGT 	BIS (2-CHLOROISOPROPYL) ETHER      WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34288	BROMOFOR  DISSUG/L        	BROMOFORM                                 DISSUG/L	5     	5     	1986-05-19	1986-09-02	  1.00E+00  	  2.00E-01  	  4.08E+00
34290	BROMOFOR SEDUG/KG DRY WGT 	BROMOFORM                          DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.49E+01  	  5.00E+00  	  3.20E+01
34291	BROMOFOR TISMG/KG WET WGT 	BROMOFORM                          WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  5.00E-03  	  5.00E-03  	  5.00E-03
34292	NBB PHTH TOTAL    UG/L    	N-BUTYL BENZYL PHTHALATE,WHOLE WATER,UG/L         	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34293	NBB PHTH DISS     UG/L    	N-BUTYL BENZYL PHTHALATE,DISSOLVED,UG/L           	3     	3     	1987-02-23	1987-07-14	  1.00E+01  	  5.00E+01  	  2.33E+01
34295	NBB PHTH MUD-DRY  UG/KG   	N-BUTYL BENZYL PHTHALATE,SEDIMENTS,DRY WGT,UG/KG  	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34296	NBB PHTH TIS-WET  MG/KG   	N-BUTYL BENZYL PHTHALATE,TISSUE,WET WGT,MG/KG     	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34297	CARBONTE TRACHLOR DISSUG/L	CARBON TETRACHLORIDE                      DISSUG/L	7     	8     	1986-05-19	1986-10-22	  2.00E-01  	  8.00E-02  	  2.31E-01
34299	CARBNTET SEDUG/KG DRY WGT 	CARBON TETRACHLORIDE               DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.10E+01  	  5.00E+00  	  1.61E+01
34300	CARBNTET TISMG/KG WET WGT 	CARBON TETRACHLORIDE               WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  2.50E-03  	  5.00E-03  	  4.29E-03
34301	CHLOROBE NZENE    TOTWUG/L	CHLOROBENZENE                             TOTWUG/L	5     	8     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+00  	  6.75E+00
34303	CHLOROBE NZENE    SUSPUG/L	CHLOROBENZENE                             SUSPUG/L	5     	5     	1986-05-19	1986-09-02	  2.00E-01  	  2.00E-01  	  2.00E-01
34304	CLBENZEN SEDUG/KG DRY WGT 	CHLOROBENZENE                      DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.49E+01  	  5.00E+00  	  1.36E+01
34305	CLBENZEN TISMG/KG WET WGT 	CHLOROBENZENE                      WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  2.50E-03  	  5.00E-03  	  4.29E-03
34306	CHLORODI BROMOMET TOTWUG/L	CHLORODIBROMOMETHANE                      TOTWUG/L	2     	2     	1986-08-25	1986-09-02	  2.00E-01  	  2.00E-01  	  2.00E-01
34309	CLDIBRMT SEDUG/KG DRY WGT 	CHLORODIBROMOMETHANE               DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.10E+01  	  5.00E+00  	  1.06E+01
34310	CLDIBRMT TISMG/KG WET WGT 	CHLORODIBROMOMETHANE               WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  2.50E-03  	  5.00E-03  	  4.29E-03
34311	CHLOROET HANE     TOTWUG/L	CHLOROETHANE                              TOTWUG/L	9     	12    	1980-04-17	1987-07-14	  1.00E+01  	  2.00E-01  	  6.37E+00
34314	CLETHANE SEDUG/KG DRY WGT 	CHLOROETHANE                       DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.49E+01  	  5.00E+00  	  5.95E+01
34315	CLETHANE TISMG/KG WET WGT 	CHLOROETHANE                       WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  1.00E-02  	  5.00E-03  	  6.07E-03
34318	CHLRFORM SEDUG/KG DRY WGT 	CHLOROFORM                         DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.10E+01  	  5.00E+00  	  4.22E+02
34319	CHLRFORM TISMG/KG WET WGT 	CHLOROFORM                         WET WGTTISMG/KG	3     	4     	1980-04-23	1984-04-05	  2.50E-03  	  5.00E-03  	  3.75E-03
34320	CHRYSENE  TOTWUG/L        	CHRYSENE                                  TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34323	CHRYSENE SEDUG/KG DRY WGT 	CHRYSENE                           DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34324	CHRYSENE TISMG/KG WET WGT 	CHRYSENE                           WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34330	DICLBRMT SEDUG/KG DRY WGT 	DICHLOROBROMOMETHANE               DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.10E+01  	  5.00E+00  	  1.31E+01
34331	DICLBRMT TISMG/KG WET WGT 	DICHLOROBROMOMETHANE               WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  2.50E-03  	  5.00E-03  	  4.29E-03
34336	DIETHYLP HTHALATE TOTWUG/L	DIETHYL PHTHALATE                         TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34339	DETHPHTH SEDUG/KG DRY WGT 	DIETHYL PHTHALATE                  DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34340	DETHPHTH TISMG/KG WET WGT 	DIETHYL PHTHALATE                  WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34341	DIMETHYL PHTHALAT TOTWUG/L	DIMETHYL PHTHALATE                        TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34344	DMETPHTH SEDUG/KG DRY WGT 	DIMETHYL PHTHALATE                 DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34345	DMETPHTH TISMG/KG WET WGT 	DIMETHYL PHTHALATE                 WET WGTTISMG/KG	4     	10    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  5.34E+02
34346	12DIPHEN YLHYDRAZ TOTWUG/L	1,2-DIPHENYLHYDRAZINE                     TOTWUG/L	5     	9     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34349	12DPHNHY SEDUG/KG DRY WGT 	1,2-DIPHENYLHYDRAZINE              DRY WGTBOTUG/KG	4     	8     	1980-04-17	1985-03-27	  1.25E+03  	  3.30E+02  	  1.00E+03
34350	12DPHNHY TISMG/KG WET WGT 	1,2-DIPHENYLHYDRAZINE              WET WGTTISMG/KG	4     	8     	1980-04-23	1985-03-27	  2.50E+00  	  6.70E-01  	  1.02E+00
34351	ENDSULSF  TOTUG/L         	ENDOSULFAN SULFATE                        TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+00  	  7.50E-02  	  8.63E+00
34354	ENDSULSF SEDUG/KG DRY WGT 	ENDOSULFAN SULFATE                 DRY WGTBOTUG/KG	4     	7     	1980-04-17	1987-07-14	  1.25E+03  	  6.50E+01  	  4.43E+02
34355	ENDSULSF TISMG/KG WET WGT 	ENDOSULFAN SULFATE                 WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  1.00E-02  	  8.00E-03  	  4.65E-01
34356	B-ENDO   SULFAN   TOTWUG/L	ENDOSULFAN, BETA                          TOTWUG/L	7     	14    	1980-04-17	1992-07-01	  1.00E+00  	  5.00E+01  	  7.42E+00
34359	BENDOSUL SEDUG/KG DRY WGT 	ENDOSULFAN, BETA                   DRY WGTBOTUG/KG	4     	7     	1980-04-17	1987-07-14	  1.25E+03  	  6.50E+01  	  4.43E+02
34360	BENDOSUL TISMG/KG WET WGT 	ENDOSULFAN, BETA                   WET WGTTISMG/KG	4     	7     	1980-04-23	1987-02-24	  1.00E-02  	  8.00E-03  	  7.26E-01
34361	A-ENDO   SULFAN   TOTWUG/L	ENDOSULFAN, ALPHA                         TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+00  	  5.00E-02  	  8.60E+00
34364	AENDOSUL SEDUG/KG DRY WGT 	ENDOSULFAN, ALPHA                  DRY WGTBOTUG/KG	4     	7     	1980-04-17	1987-07-14	  1.25E+03  	  9.10E+00  	  4.11E+02
34365	AENDOSUL TISMG/KG WET WGT 	ENDOSULFAN, ALPHA                  WET WGTTISMG/KG	4     	12    	1980-04-23	1987-07-14	  1.00E-02  	  8.00E-03  	  5.87E-01
34366	ENDRINAL DEHYDE   TOTWUG/L	ENDRIN ALDEHYDE                           TOTWUG/L	5     	13    	1980-04-17	1992-07-01	  1.00E+00  	  5.00E+01  	  2.91E+02
34369	ENDRINAL SEDUG/KG DRY WGT 	ENDRIN ALDEHYDE                    DRY WGTBOTUG/KG	2     	2     	1980-04-17	1980-04-22	  1.25E+03  	  1.25E+03  	  1.25E+03
34370	ENDRINAL TISMG/KG WET WGT 	ENDRIN ALDEHYDE                    WET WGTTISMG/KG	4     	7     	1980-04-23	1985-03-27	  1.00E-02  	  5.00E-02  	  7.30E-01
34371	ETHYLBEN ZENE     TOTWUG/L	ETHYLBENZENE                              TOTWUG/L	4     	7     	1980-04-17	1987-07-14	  1.00E+01  	  5.00E+00  	  7.14E+00
34374	ETHYLBEN SEDUG/KG DRY WGT 	ETHYLBENZENE                       DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.49E+01  	  5.00E+00  	  1.92E+01
34375	ETHYLBEN TISMG/KG WET WGT 	ETHYLBENZENE                       WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  2.50E-03  	  5.00E-03  	  4.29E-03
34376	FLUORANT HENE     TOTWUG/L	FLUORANTHENE                              TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34379	FLANTENE SEDUG/KG DRY WGT 	FLUORANTHENE                       DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34380	FLANTENE TISMG/KG WET WGT 	FLUORANTHENE                       WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34381	FLUORENE  TOTWUG/L        	FLUORENE                                  TOTWUG/L	5     	9     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  1.89E+01
34384	FLUORENE SEDUG/KG DRY WGT 	FLUORENE                           DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34385	FLUORENE TISMG/KG WET WGT 	FLUORENE                           WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  1.60E+00  	  6.70E-01  	  4.85E+02
34386	HEXACHLO ROCYCLOP TOTWUG/L	HEXACHLOROCYCLOPENTADIENE                 TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34389	HEXCLCPD SEDUG/KG DRY WGT 	HEXACHLOROCYCLOPENTADIENE          DRY WGTBOTUG/KG	3     	6     	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.32E+03
34390	HEXCLCPD TISMG/KG WET WGT 	HEXACHLOROCYCLOPENTADIENE          WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34391	HEXACHLO ROBUTADI TOTWUG/L	HEXACHLOROBUTADIENE                       TOTWUG/L	3     	5     	1980-04-17	1987-07-14	  1.00E+01  	  5.00E+01  	  3.40E+01
34395	HEXCLBD  TISMG/KG WET WGT 	HEXACHLOROBUTADIENE                WET WGTTISMG/KG	6     	13    	1980-04-23	1987-07-29	  2.50E+00  	  6.70E-01  	  4.11E+02
34396	HEXACHLO ROETHANE TOTWUG/L	HEXACHLOROETHANE                          TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34399	HEXACLET SEDUG/KG DRY WGT 	HEXACHLOROETHANE                   DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34400	HEXACLET TISMG/KG WET WGT 	HEXACHLOROETHANE                   WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34403	INDENO(1 23CD)PYR TOTWUG/L	INDENO (1,2,3-CD) PYRENE                  TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.08E+01
34406	I123CDPR SEDUG/KG DRY WGT 	INDENO (1,2,3-CD) PYRENE           DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34407	I123CDPR TISMG/KG WET WGT 	INDENO (1,2,3-CD) PYRENE           WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34408	ISPHRONE  TOTUG/L         	ISOPHORONE                                TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34411	ISPHRONE SEDUG/KG DRY WGT 	ISOPHORONE                         DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34412	ISPHRONE TISMG/KG WET WGT 	ISOPHORONE                         WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34413	METHYLBR OMIDE    TOTWUG/L	METHYL BROMIDE                            TOTWUG/L	10    	13    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+00  	  7.42E+00
34416	METHYLBR SEDUG/KG DRY WGT 	METHYL BROMIDE                     DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.49E+01  	  5.00E+00  	  1.97E+01
34417	METHYLBR TISMG/KG WET WGT 	METHYL BROMIDE                     WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  1.00E-02  	  5.00E-03  	  6.43E-03
34418	METHYLCH LORIDE   TOTWUG/L	METHYL CHLORIDE                           TOTWUG/L	10    	13    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+00  	  7.42E+00
34420	METHYLCH LORIDE   SUSPUG/L	METHYL CHLORIDE                           SUSPUG/L	3     	3     	1987-02-23	1987-07-14	  1.00E+01  	  5.00E+01  	  2.33E+01
34421	METHYLCL SEDUG/KG DRY WGT 	METHYL CHLORIDE                    DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.49E+01  	  5.00E+00  	  4.27E+01
34422	METHYLCL TISMG/KG WET WGT 	METHYL CHLORIDE                    WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  1.00E-02  	  5.00E-03  	  7.14E-03
34423	METHYLEN ECHLORID TOTWUG/L	METHYLENE CHLORIDE                        TOTWUG/L	7     	10    	1980-04-17	1992-07-01	  1.00E+01  	  7.00E+00  	  1.04E+01
34426	MTHLENCL SEDUG/KG DRY WGT 	METHYLENE CHLORIDE                 DRY WGTBOTUG/KG	4     	6     	1980-04-17	1987-07-14	  2.40E+01  	  7.08E+02  	  1.92E+02
34427	MTHLENCL TISMG/KG WET WGT 	METHYLENE CHLORIDE                 WET WGTTISMG/KG	2     	5     	1984-02-01	1987-07-14	  1.40E+00  	  7.10E-01  	  4.37E-01
34428	NITROSOD IPROPYLA TOTWUG/L	N-NITROSODI-N-PROPYLAMINE                 TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.08E+01
34431	NITDNPRA SEDUG/KG DRY WGT 	N-NITROSODI-N-PROPYLAMINE          DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34432	NITDNPRA TISMG/KG WET WGT 	N-NITROSODI-N-PROPYLAMINE          WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34433	NITROSOD IPHENYLA TOTWUG/L	N-NITROSODIPHENYLAMINE                    TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.42E+01
34436	NITRSDPA SEDUG/KG DRY WGT 	N-NITROSODIPHENYLAMINE             DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.32E+03
34437	NITRSDPA TISMG/KG WET WGT 	N-NITROSODIPHENYLAMINE             WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  1.60E+00  	  6.70E-01  	  4.85E+02
34438	NITROSOD IMETHYLA TOTWUG/L	N-NITROSODIMETHYLAMINE                    TOTWUG/L	5     	9     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.33E+01
34441	NITRSDMA SEDUG/KG DRY WGT 	N-NITROSODIMETHYLAMINE             DRY WGTBOTUG/KG	4     	8     	1980-04-17	1985-03-27	  1.25E+03  	  3.30E+02  	  1.00E+03
34442	NITRSDMA TISMG/KG WET WGT 	N-NITROSODIMETHYLAMINE             WET WGTTISMG/KG	3     	3     	1980-04-23	1981-04-15	  2.50E+00  	  5.00E-01  	  1.83E+00
34445	NAPTHALE SEDUG/KG DRY WGT 	NAPHTHALENE                        DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34446	NAPTHALE TISMG/KG WET WGT 	NAPHTHALENE                        WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34447	NITROBEN ZENE     TOTWUG/L	NITROBENZENE                              TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34450	NITROBEN SEDUG/KG DRY WGT 	NITROBENZENE                       DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34451	NITROBEN TISMG/KG WET WGT 	NITROBENZENE                       WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34452	PARACHLO ROMETACR TOTWUG/L	PARACHLOROMETA CRESOL                     TOTWUG/L	5     	9     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  1.89E+01
34455	PCLMCRES SEDUG/KG DRY WGT 	PARACHLOROMETA CRESOL              DRY WGTBOTUG/KG	4     	7     	1980-04-17	1985-03-27	  1.25E+03  	  3.30E+02  	  9.27E+02
34456	PCLMCRES TISMG/KG WET WGT 	PARACHLOROMETA CRESOL              WET WGTTISMG/KG	4     	8     	1980-04-23	1985-03-27	  2.50E+00  	  6.70E-01  	  1.02E+00
34461	PHENANTH RENE     TOTWUG/L	PHENANTHRENE                              TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34464	PHENANTH SEDUG/KG DRY WGT 	PHENANTHRENE                       DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34465	PHENANTH TISMG/KG WET WGT 	PHENANTHRENE                       WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34468	PHENOL   TISMG/KG WET WGT 	PHENOL                             WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34469	PYRENE    TOTWUG/L        	PYRENE                                    TOTWUG/L	5     	12    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+01  	  2.00E+01
34472	PYRENE   SEDUG/KG DRY WGT 	PYRENE                             DRY WGTBOTUG/KG	4     	11    	1980-04-17	1987-07-14	  1.25E+03  	  3.30E+02  	  1.09E+03
34473	PYRENE   TISMG/KG WET WGT 	PYRENE                             WET WGTTISMG/KG	4     	11    	1980-04-23	1987-07-14	  2.50E+00  	  6.70E-01  	  4.85E+02
34474	SILVER   TISMG/KG WET WGT 	SILVER                             WET WGTTISMG/KG	4     	12    	1980-04-23	1987-07-14	  1.00E+00  	  7.00E-01  	  1.34E+00
34475	TETRACHL OROETHYL TOTWUG/L	TETRACHLOROETHYLENE                       TOTWUG/L	34    	49    	1980-04-17	1992-07-01	  1.00E+01  	  5.50E-02  	  1.20E+00
34478	TETCLETE SEDUG/KG DRY WGT 	TETRACHLOROETHYLENE                DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.10E+01  	  5.00E+00  	  6.95E+00
34479	TETCLETE TISMG/KG WET WGT 	TETRACHLOROETHYLENE                WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  2.50E-03  	  9.00E-04  	  3.70E-03
34480	THALLIUM SEDMG/KG DRY WGT 	THALLIUM                           DRY WGTBOTMG/KG	4     	8     	1980-04-17	1987-07-14	  1.00E+01  	  5.00E-01  	  1.17E+01
34483	TOLUENE  SEDUG/KG DRY WGT 	TOLUENE                            DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.50E+01  	  5.00E+00  	  1.56E+01
34484	TOLUENE  TISMG/KG WET WGT 	TOLUENE                            WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  1.60E-02  	  7.00E-03  	  9.84E-03
34485	TRICHLOR OETHYLEN DISSUG/L	TRICHLOROETHYLENE                         DISSUG/L	25    	31    	1983-08-30	1986-09-02	  1.00E+00  	  8.50E+00  	  3.14E+00
34487	TRICLETE SEDUG/KG DRY WGT 	TRICHLOROETHYLENE                  DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.10E+01  	  5.00E+00  	  8.54E+00
34488	TRICHLOR OFLUOROM TOTWUG/L	TRICHLOROFLUOROMETHANE                    TOTWUG/L	3     	3     	1980-04-17	1981-04-14	  1.00E+01  	  1.00E+01  	  1.00E+01
34491	TRCLFLMT SEDUG/KG DRY WGT 	TRICHLOROFLUOROMETHANE             DRY WGTBOTUG/KG	3     	4     	1980-04-17	1984-04-05	  1.49E+01  	  5.00E+00  	  1.32E+01
34492	TRCLFLMT TISMG/KG WET WGT 	TRICHLOROFLUOROMETHANE             WET WGTTISMG/KG	3     	3     	1980-04-23	1984-04-05	  2.50E-03  	  5.00E-03  	  4.17E-03
34495	VINYLCHL SEDUG/KG DRY WGT 	VINYL CHLORIDE                     DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.49E+01  	  5.00E+00  	  1.82E+01
34496	11DICHLO ROETHANE TOTWUG/L	1,1-DICHLOROETHANE                        TOTWUG/L	5     	8     	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+00  	  7.38E+00
34497	11DICHLO ROETHANE DISSUG/L	1,1-DICHLOROETHANE                        DISSUG/L	6     	6     	1983-08-30	1986-09-02	  1.00E+00  	  2.00E-01  	  3.33E-01
34499	11DICLET SEDUG/KG DRY WGT 	1,1-DICHLOROETHANE                 DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.10E+01  	  5.90E+00  	  9.41E+00
34500	11DICLET TISMG/KG WET WGT 	1,1-DICHLOROETHANE                 WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  1.00E-02  	  5.00E-03  	  5.00E-03
34501	11DICHLO ROETHYLE TOTWUG/L	1,1-DICHLOROETHYLENE                      TOTWUG/L	11    	14    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E+00  	  4.36E+00
34504	11DCETEN SEDUG/KG DRY WGT 	1,1-DICHLOROETHYLENE               DRY WGTBOTUG/KG	4     	8     	1980-04-17	1987-07-14	  1.10E+01  	  5.70E+01  	  1.58E+01
34505	11DCETEN TISMG/KG WET WGT 	1,1-DICHLOROETHYLENE               WET WGTTISMG/KG	3     	7     	1980-04-23	1987-07-14	  1.00E-02  	  5.00E-03  	  5.00E-03
34506	111TRICH LOROETHA TOTWUG/L	1,1,1-TRICHLOROETHANE                     TOTWUG/L	11    	14    	1980-04-17	1992-07-01	  1.00E+01  	  5.00E-01  	  4.06E+00
