
Hawaii, HI
Number of Stations = 517


Code 	Short Name                	Long Name                                         	# Stns	# Obs 	First Date	Last Date 	Min Value   	Max Value   	   Average
34262	DELTABHC SEDUG/KG DRY WGT 	DELTA BENZENE HEXACHLORIDE         DRY WGTBOTUG/KG	2     	3     	1980-09-10	1987-09-15	  1.65E-01  	  3.38E+01  	  1.12E+03
34263	DELTABHC TISMG/KG WET WGT 	DELTA BENZENE HEXACHLORIDE         WET WGTTISMG/KG	2     	8     	1980-09-09	1987-09-16	  2.00E-03  	  8.00E-03  	  9.76E-03
34273	BIS2CHLO ROETHYLE TOTWUG/L	BIS (2-CHLOROETHYL) ETHER                 TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34276	B2CETETR SEDUG/KG DRY WGT 	BIS (2-CHLOROETHYL) ETHER          DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34277	B2CETETR TISMG/KG WET WGT 	BIS (2-CHLOROETHYL) ETHER          WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34278	BIS2CHLO ROETHOXY TOTWUG/L	BIS (2-CHLOROETHOXY) METHANE              TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34281	B2CETOXM SEDUG/KG DRY WGT 	BIS (2-CHLOROETHOXY) METHANE       DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34282	B2CETOXM TISMG/KG WET WGT 	BIS (2-CHLOROETHOXY) METHANE       WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34283	BIS2CHLO ROISOPRO TOTWUG/L	BIS (2-CHLOROISOPROPYL) ETHER             TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34286	B2CIPETR SEDUG/KG DRY WGT 	BIS (2-CHLOROISOPROPYL) ETHER      DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34287	B2CIPETR TISMG/KG WET WGT 	BIS (2-CHLOROISOPROPYL) ETHER      WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34288	BROMOFOR  DISSUG/L        	BROMOFORM                                 DISSUG/L	5     	6     	1986-05-19	1986-09-02	  1.00E+00  	  2.00E-01  	  4.67E-01
34290	BROMOFOR SEDUG/KG DRY WGT 	BROMOFORM                          DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  5.00E+00  	  7.78E+00
34291	BROMOFOR TISMG/KG WET WGT 	BROMOFORM                          WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  5.00E+00  	  5.00E-03  	  7.19E-01
34292	NBB PHTH TOTAL    UG/L    	N-BUTYL BENZYL PHTHALATE,WHOLE WATER,UG/L         	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34295	NBB PHTH MUD-DRY  UG/KG   	N-BUTYL BENZYL PHTHALATE,SEDIMENTS,DRY WGT,UG/KG  	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34296	NBB PHTH TIS-WET  MG/KG   	N-BUTYL BENZYL PHTHALATE,TISSUE,WET WGT,MG/KG     	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34297	CARBONTE TRACHLOR DISSUG/L	CARBON TETRACHLORIDE                      DISSUG/L	5     	6     	1986-05-19	1986-09-02	  2.00E-01  	  2.00E-01  	  2.00E-01
34299	CARBNTET SEDUG/KG DRY WGT 	CARBON TETRACHLORIDE               DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34300	CARBNTET TISMG/KG WET WGT 	CARBON TETRACHLORIDE               WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34301	CHLOROBE NZENE    TOTWUG/L	CHLOROBENZENE                             TOTWUG/L	2     	4     	1980-09-08	1983-09-19	  1.00E+01  	  5.00E+00  	  7.50E+00
34303	CHLOROBE NZENE    SUSPUG/L	CHLOROBENZENE                             SUSPUG/L	5     	6     	1986-05-19	1986-09-02	  2.00E-01  	  2.00E-01  	  2.00E-01
34304	CLBENZEN SEDUG/KG DRY WGT 	CHLOROBENZENE                      DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34305	CLBENZEN TISMG/KG WET WGT 	CHLOROBENZENE                      WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34306	CHLORODI BROMOMET TOTWUG/L	CHLORODIBROMOMETHANE                      TOTWUG/L	4     	4     	1986-08-27	1986-09-02	  2.00E-01  	  2.00E-01  	  2.00E-01
34309	CLDIBRMT SEDUG/KG DRY WGT 	CHLORODIBROMOMETHANE               DRY WGTBOTUG/KG	2     	2     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  7.92E+00
34310	CLDIBRMT TISMG/KG WET WGT 	CHLORODIBROMOMETHANE               WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34311	CHLOROET HANE     TOTWUG/L	CHLOROETHANE                              TOTWUG/L	7     	10    	1980-09-08	1986-09-02	  1.00E+01  	  5.00E+00  	  3.48E+00
34314	CLETHANE SEDUG/KG DRY WGT 	CHLOROETHANE                       DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  5.00E+00  	  7.78E+00
34315	CLETHANE TISMG/KG WET WGT 	CHLOROETHANE                       WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E-02  	  9.90E-02  	  7.41E-01
34318	CHLRFORM SEDUG/KG DRY WGT 	CHLOROFORM                         DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34319	CHLRFORM TISMG/KG WET WGT 	CHLOROFORM                         WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E-02  	  5.00E-03  	  7.23E-01
34320	CHRYSENE  TOTWUG/L        	CHRYSENE                                  TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34323	CHRYSENE SEDUG/KG DRY WGT 	CHRYSENE                           DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34324	CHRYSENE TISMG/KG WET WGT 	CHRYSENE                           WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34330	DICLBRMT SEDUG/KG DRY WGT 	DICHLOROBROMOMETHANE               DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34331	DICLBRMT TISMG/KG WET WGT 	DICHLOROBROMOMETHANE               WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34335	DCLDFLMT TISMG/KG WET WGT 	DICHLORODIFLUOROMETHANE            WET WGTTISMG/KG	1     	1     	1980-09-09	1980-09-09	  5.00E-03  	  5.00E-03  	  5.00E-03
34336	DIETHYLP HTHALATE TOTWUG/L	DIETHYL PHTHALATE                         TOTWUG/L	4     	9     	1980-09-08	1986-09-24	  1.00E+01  	  4.80E-01  	  6.04E+00
34339	DETHPHTH SEDUG/KG DRY WGT 	DIETHYL PHTHALATE                  DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  2.50E+03  	  9.43E+02  	  1.81E+03
34340	DETHPHTH TISMG/KG WET WGT 	DIETHYL PHTHALATE                  WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34341	DIMETHYL PHTHALAT TOTWUG/L	DIMETHYL PHTHALATE                        TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34344	DMETPHTH SEDUG/KG DRY WGT 	DIMETHYL PHTHALATE                 DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34345	DMETPHTH TISMG/KG WET WGT 	DIMETHYL PHTHALATE                 WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34346	12DIPHEN YLHYDRAZ TOTWUG/L	1,2-DIPHENYLHYDRAZINE                     TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34349	12DPHNHY SEDUG/KG DRY WGT 	1,2-DIPHENYLHYDRAZINE              DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34350	12DPHNHY TISMG/KG WET WGT 	1,2-DIPHENYLHYDRAZINE              WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34351	ENDSULSF  TOTUG/L         	ENDOSULFAN SULFATE                        TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+00  	  7.50E-01  	  9.50E-01
34354	ENDSULSF SEDUG/KG DRY WGT 	ENDOSULFAN SULFATE                 DRY WGTBOTUG/KG	2     	3     	1980-09-10	1987-09-15	  2.48E+00  	  6.75E+01  	  1.13E+03
34355	ENDSULSF TISMG/KG WET WGT 	ENDOSULFAN SULFATE                 WET WGTTISMG/KG	2     	8     	1980-09-09	1987-09-16	  1.60E-02  	  5.00E-03  	  1.46E-02
34356	B-ENDO   SULFAN   TOTWUG/L	ENDOSULFAN, BETA                          TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+00  	  1.00E-01  	  8.20E-01
34359	BENDOSUL SEDUG/KG DRY WGT 	ENDOSULFAN, BETA                   DRY WGTBOTUG/KG	2     	3     	1980-09-10	1987-09-15	  3.30E-01  	  6.75E+01  	  1.13E+03
34360	BENDOSUL TISMG/KG WET WGT 	ENDOSULFAN, BETA                   WET WGTTISMG/KG	2     	7     	1980-09-09	1987-09-16	  1.60E-02  	  7.00E-04  	  1.26E-02
34361	A-ENDO   SULFAN   TOTWUG/L	ENDOSULFAN, ALPHA                         TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+00  	  5.00E-02  	  8.10E-01
34364	AENDOSUL SEDUG/KG DRY WGT 	ENDOSULFAN, ALPHA                  DRY WGTBOTUG/KG	2     	3     	1980-09-10	1987-09-15	  3.30E-01  	  3.38E+01  	  1.12E+03
34365	AENDOSUL TISMG/KG WET WGT 	ENDOSULFAN, ALPHA                  WET WGTTISMG/KG	2     	10    	1980-09-09	1987-09-16	  1.23E-01  	  8.00E-03  	  3.03E-01
34366	ENDRINAL DEHYDE   TOTWUG/L	ENDRIN ALDEHYDE                           TOTWUG/L	2     	7     	1980-09-08	1984-09-04	  1.00E+00  	  3.30E+02  	  9.49E+01
34369	ENDRINAL SEDUG/KG DRY WGT 	ENDRIN ALDEHYDE                    DRY WGTBOTUG/KG	1     	2     	1980-09-08	1980-09-10	  1.25E+03  	  3.33E+03  	  2.29E+03
34370	ENDRINAL TISMG/KG WET WGT 	ENDRIN ALDEHYDE                    WET WGTTISMG/KG	2     	5     	1980-09-09	1984-09-04	  1.00E-01  	  4.00E-03  	  2.18E-02
34371	ETHYLBEN ZENE     TOTWUG/L	ETHYLBENZENE                              TOTWUG/L	2     	4     	1980-09-08	1983-09-19	  1.00E+01  	  5.00E+00  	  7.50E+00
34374	ETHYLBEN SEDUG/KG DRY WGT 	ETHYLBENZENE                       DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34375	ETHYLBEN TISMG/KG WET WGT 	ETHYLBENZENE                       WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34376	FLUORANT HENE     TOTWUG/L	FLUORANTHENE                              TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34379	FLANTENE SEDUG/KG DRY WGT 	FLUORANTHENE                       DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34380	FLANTENE TISMG/KG WET WGT 	FLUORANTHENE                       WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34381	FLUORENE  TOTWUG/L        	FLUORENE                                  TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34384	FLUORENE SEDUG/KG DRY WGT 	FLUORENE                           DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34385	FLUORENE TISMG/KG WET WGT 	FLUORENE                           WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34386	HEXACHLO ROCYCLOP TOTWUG/L	HEXACHLOROCYCLOPENTADIENE                 TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34389	HEXCLCPD SEDUG/KG DRY WGT 	HEXACHLOROCYCLOPENTADIENE          DRY WGTBOTUG/KG	1     	1     	1980-09-10	1980-09-10	  3.33E+03  	  3.33E+03  	  3.33E+03
34390	HEXCLCPD TISMG/KG WET WGT 	HEXACHLOROCYCLOPENTADIENE          WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34391	HEXACHLO ROBUTADI TOTWUG/L	HEXACHLOROBUTADIENE                       TOTWUG/L	1     	1     	1980-09-08	1980-09-08	  1.00E+01  	  1.00E+01  	  1.00E+01
34395	HEXCLBD  TISMG/KG WET WGT 	HEXACHLOROBUTADIENE                WET WGTTISMG/KG	3     	8     	1980-09-09	1984-09-04	  2.50E-03  	  6.70E-01  	  5.23E-01
34396	HEXACHLO ROETHANE TOTWUG/L	HEXACHLOROETHANE                          TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34399	HEXACLET SEDUG/KG DRY WGT 	HEXACHLOROETHANE                   DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34400	HEXACLET TISMG/KG WET WGT 	HEXACHLOROETHANE                   WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34403	INDENO(1 23CD)PYR TOTWUG/L	INDENO (1,2,3-CD) PYRENE                  TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34406	I123CDPR SEDUG/KG DRY WGT 	INDENO (1,2,3-CD) PYRENE           DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34407	I123CDPR TISMG/KG WET WGT 	INDENO (1,2,3-CD) PYRENE           WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34408	ISPHRONE  TOTUG/L         	ISOPHORONE                                TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34411	ISPHRONE SEDUG/KG DRY WGT 	ISOPHORONE                         DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34412	ISPHRONE TISMG/KG WET WGT 	ISOPHORONE                         WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34413	METHYLBR OMIDE    TOTWUG/L	METHYL BROMIDE                            TOTWUG/L	7     	10    	1980-09-08	1986-09-02	  1.00E+01  	  5.00E+00  	  3.48E+00
34416	METHYLBR SEDUG/KG DRY WGT 	METHYL BROMIDE                     DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  5.00E+00  	  7.78E+00
34417	METHYLBR TISMG/KG WET WGT 	METHYL BROMIDE                     WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  5.00E+00  	  5.00E-03  	  7.19E-01
34418	METHYLCH LORIDE   TOTWUG/L	METHYL CHLORIDE                           TOTWUG/L	7     	10    	1980-09-08	1986-09-02	  1.00E+01  	  5.00E+00  	  3.48E+00
34421	METHYLCL SEDUG/KG DRY WGT 	METHYL CHLORIDE                    DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  5.00E+00  	  7.78E+00
34422	METHYLCL TISMG/KG WET WGT 	METHYL CHLORIDE                    WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  5.00E+00  	  5.00E-03  	  7.19E-01
34423	METHYLEN ECHLORID TOTWUG/L	METHYLENE CHLORIDE                        TOTWUG/L	6     	8     	1980-09-08	1986-09-02	  1.00E+01  	  5.00E+00  	  2.87E+01
34426	MTHLENCL SEDUG/KG DRY WGT 	METHYLENE CHLORIDE                 DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.00E+01  	  1.78E+01
34427	MTHLENCL TISMG/KG WET WGT 	METHYLENE CHLORIDE                 WET WGTTISMG/KG	2     	6     	1983-08-22	1983-09-19	  1.80E-01  	  7.50E-03  	  5.16E-01
34428	NITROSOD IPROPYLA TOTWUG/L	N-NITROSODI-N-PROPYLAMINE                 TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34431	NITDNPRA SEDUG/KG DRY WGT 	N-NITROSODI-N-PROPYLAMINE          DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34432	NITDNPRA TISMG/KG WET WGT 	N-NITROSODI-N-PROPYLAMINE          WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34433	NITROSOD IPHENYLA TOTWUG/L	N-NITROSODIPHENYLAMINE                    TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34436	NITRSDPA SEDUG/KG DRY WGT 	N-NITROSODIPHENYLAMINE             DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34437	NITRSDPA TISMG/KG WET WGT 	N-NITROSODIPHENYLAMINE             WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34438	NITROSOD IMETHYLA TOTWUG/L	N-NITROSODIMETHYLAMINE                    TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34441	NITRSDMA SEDUG/KG DRY WGT 	N-NITROSODIMETHYLAMINE             DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34442	NITRSDMA TISMG/KG WET WGT 	N-NITROSODIMETHYLAMINE             WET WGTTISMG/KG	1     	1     	1980-09-09	1980-09-09	  5.00E-01  	  5.00E-01  	  5.00E-01
34445	NAPTHALE SEDUG/KG DRY WGT 	NAPHTHALENE                        DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34446	NAPTHALE TISMG/KG WET WGT 	NAPHTHALENE                        WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34447	NITROBEN ZENE     TOTWUG/L	NITROBENZENE                              TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34450	NITROBEN SEDUG/KG DRY WGT 	NITROBENZENE                       DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34451	NITROBEN TISMG/KG WET WGT 	NITROBENZENE                       WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34452	PARACHLO ROMETACR TOTWUG/L	PARACHLOROMETA CRESOL                     TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34455	PCLMCRES SEDUG/KG DRY WGT 	PARACHLOROMETA CRESOL              DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  4.78E+02  	  2.18E+03
34456	PCLMCRES TISMG/KG WET WGT 	PARACHLOROMETA CRESOL              WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E+00  	  5.00E-01  	  2.48E+00
34461	PHENANTH RENE     TOTWUG/L	PHENANTHRENE                              TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34464	PHENANTH SEDUG/KG DRY WGT 	PHENANTHRENE                       DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34465	PHENANTH TISMG/KG WET WGT 	PHENANTHRENE                       WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34468	PHENOL   TISMG/KG WET WGT 	PHENOL                             WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34469	PYRENE    TOTWUG/L        	PYRENE                                    TOTWUG/L	2     	5     	1980-09-08	1984-09-04	  1.00E+01  	  1.00E+01  	  1.00E+01
34472	PYRENE   SEDUG/KG DRY WGT 	PYRENE                             DRY WGTBOTUG/KG	2     	4     	1980-09-10	1984-09-04	  3.30E+02  	  9.43E+02  	  1.27E+03
34473	PYRENE   TISMG/KG WET WGT 	PYRENE                             WET WGTTISMG/KG	2     	7     	1980-09-09	1984-09-04	  3.30E-01  	  6.70E-01  	  5.97E-01
34474	SILVER   TISMG/KG WET WGT 	SILVER                             WET WGTTISMG/KG	2     	6     	1983-08-22	1987-09-16	  1.00E+00  	  6.93E-01  	  8.96E-01
34475	TETRACHL OROETHYL TOTWUG/L	TETRACHLOROETHYLENE                       TOTWUG/L	13    	22    	1980-09-08	1986-09-02	  1.00E+01  	  5.50E-02  	  1.43E+00
34478	TETCLETE SEDUG/KG DRY WGT 	TETRACHLOROETHYLENE                DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34479	TETCLETE TISMG/KG WET WGT 	TETRACHLOROETHYLENE                WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34480	THALLIUM SEDMG/KG DRY WGT 	THALLIUM                           DRY WGTBOTMG/KG	2     	4     	1983-08-22	1987-09-15	  1.50E+00  	  5.00E-02  	  5.25E-01
34483	TOLUENE  SEDUG/KG DRY WGT 	TOLUENE                            DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34484	TOLUENE  TISMG/KG WET WGT 	TOLUENE                            WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.64E-01
34485	TRICHLOR OETHYLEN DISSUG/L	TRICHLOROETHYLENE                         DISSUG/L	10    	17    	1985-04-22	1986-09-02	  1.00E-02  	  5.00E-01  	  3.65E-01
34487	TRICLETE SEDUG/KG DRY WGT 	TRICHLOROETHYLENE                  DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  2.50E+00  	  5.00E+00  	  3.33E+00
34488	TRICHLOR OFLUOROM TOTWUG/L	TRICHLOROFLUOROMETHANE                    TOTWUG/L	2     	3     	1980-09-08	1983-08-22	  1.00E+01  	  5.00E+00  	  6.67E+00
34491	TRCLFLMT SEDUG/KG DRY WGT 	TRICHLOROFLUOROMETHANE             DRY WGTBOTUG/KG	1     	1     	1980-09-08	1980-09-08	  1.33E+01  	  1.33E+01  	  1.33E+01
34492	TRCLFLMT TISMG/KG WET WGT 	TRICHLOROFLUOROMETHANE             WET WGTTISMG/KG	1     	2     	1980-09-09	1983-09-19	  1.00E-02  	  5.00E-03  	  7.50E-03
34495	VINYLCHL SEDUG/KG DRY WGT 	VINYL CHLORIDE                     DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  5.00E+00  	  7.78E+00
34496	11DICHLO ROETHANE TOTWUG/L	1,1-DICHLOROETHANE                        TOTWUG/L	2     	4     	1980-09-08	1983-09-19	  1.00E+01  	  5.00E+00  	  7.50E+00
34497	11DICHLO ROETHANE DISSUG/L	1,1-DICHLOROETHANE                        DISSUG/L	5     	6     	1986-05-19	1986-09-02	  2.00E-01  	  2.00E-01  	  2.00E-01
34499	11DICLET SEDUG/KG DRY WGT 	1,1-DICHLOROETHANE                 DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34500	11DICLET TISMG/KG WET WGT 	1,1-DICHLOROETHANE                 WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34501	11DICHLO ROETHYLE TOTWUG/L	1,1-DICHLOROETHYLENE                      TOTWUG/L	7     	10    	1980-09-08	1986-09-02	  1.00E+01  	  5.00E+00  	  3.12E+00
34504	11DCETEN SEDUG/KG DRY WGT 	1,1-DICHLOROETHYLENE               DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34505	11DCETEN TISMG/KG WET WGT 	1,1-DICHLOROETHYLENE               WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
34506	111TRICH LOROETHA TOTWUG/L	1,1,1-TRICHLOROETHANE                     TOTWUG/L	7     	10    	1980-09-08	1986-09-02	  1.00E+01  	  5.00E-01  	  3.18E+00
34509	111TCLET SEDUG/KG DRY WGT 	1,1,1-TRICHLOROETHANE              DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34510	111TCLET TISMG/KG WET WGT 	1,1,1-TRICHLOROETHANE              WET WGTTISMG/KG	2     	8     	1980-09-09	1983-09-19	  1.00E+01  	  5.00E-03  	  1.57E+00
34511	112TRICH LOROETHA TOTWUG/L	1,1,2-TRICHLOROETHANE                     TOTWUG/L	7     	10    	1980-09-08	1986-09-02	  1.00E+01  	  5.00E+00  	  3.12E+00
34514	112TCLET SEDUG/KG DRY WGT 	1,1,2-TRICHLOROETHANE              DRY WGTBOTUG/KG	2     	3     	1980-09-08	1984-07-05	  1.33E+01  	  2.50E+00  	  6.11E+00
34515	112TCLET TISMG/KG WET WGT 	1,1,2-TRICHLOROETHANE              WET WGTTISMG/KG	2     	7     	1980-09-09	1983-09-19	  2.50E+00  	  5.00E-03  	  3.66E-01
